Year,Population,Violent Crime rate,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,Vehicular,State
1998.0,988000.0,312.1,2.4,35.5,66.7,207.5,3205.7,653.0,2165.1,387.6,Rhode Island
1999.0,990819.0,286.6,3.6,39.5,79.5,164.0,3296.0,640.0,2249.0,406.9,Rhode Island
2000.0,1048319.0,297.7,4.3,39.3,88.0,166.2,3178.7,631.5,2102.2,445.0,Rhode Island
2001.0,1059659.0,309.3,3.7,39.3,93.0,173.4,3373.0,644.0,2253.1,475.9,Rhode Island
2002.0,1068326.0,285.6,3.8,37.0,85.7,159.0,3308.2,600.5,2251.3,456.4,Rhode Island
2003.0,1076084.0,285.7,2.3,46.9,77.1,159.3,2995.2,513.3,2074.2,407.7,Rhode Island
2004.0,1079916.0,247.5,2.4,29.6,67.7,147.8,2886.0,506.1,2002.3,377.6,Rhode Island
2005.0,1073579.0,252.0,3.2,30.1,72.3,146.9,2728.0,495.4,1823.0,410.0,Rhode Island
2006.0,1067610.0,230.4,2.5,27.1,69.3,131.5,2614.6,510.8,1765.8,338.0,Rhode Island
2007.0,1057832.0,229.1,1.8,24.4,71.8,131.1,2606.8,492.1,1812.7,302.0,Rhode Island
2008.0,1050788.0,252.8,3.0,26.8,83.7,139.2,2845.0,548.7,1991.5,304.8,Rhode Island
2009.0,1053209.0,254.3,3.0,28.1,74.5,148.6,2616.6,546.2,1842.3,228.1,Rhode Island
2010.0,1052528.0,257.4,2.8,28.3,74.3,152.0,2561.4,581.8,1751.2,228.3,Rhode Island
2011.0,1050646.0,246.1,1.9,30.4,70.8,143.1,2662.7,650.6,1786.0,226.1,Rhode Island
2012.0,1050292.0,252.4,3.2,27.4,67.9,153.9,2572.3,566.4,1755.7,250.2,Rhode Island
1960.0,2382594.0,143.7,13.2,9.9,20.1,100.6,1356.5,423.1,824.1,109.2,South Carolina
1961.0,2407000.0,137.8,11.6,9.3,20.8,96.1,1448.2,478.8,851.8,117.5,South Carolina
1962.0,2436000.0,123.6,10.1,7.1,19.2,87.2,1553.2,504.9,931.7,116.6,South Carolina
1963.0,2483000.0,164.1,10.0,6.0,21.6,126.5,1666.5,575.4,957.8,133.2,South Carolina
1964.0,2555000.0,165.9,8.1,10.6,25.8,121.5,1886.5,621.3,1095.2,170.0,South Carolina
1965.0,2542000.0,177.2,9.6,11.2,21.5,134.9,1681.8,526.1,1001.2,154.5,South Carolina
1966.0,2586000.0,226.0,11.6,13.6,28.8,172.0,1756.5,536.2,1060.2,160.2,South Carolina
1967.0,2599000.0,231.4,11.2,14.6,35.0,170.7,1859.6,638.8,1058.4,162.3,South Carolina
1968.0,2692000.0,217.4,13.6,15.0,42.8,146.0,1958.2,708.5,1065.9,183.8,South Carolina
1969.0,2692000.0,239.6,12.5,14.0,50.0,163.0,2311.6,806.5,1266.7,238.4,South Carolina
1970.0,2590516.0,286.1,14.6,18.0,60.1,193.4,2772.0,1019.4,1495.5,257.1,South Carolina
1971.0,2627000.0,311.7,16.6,18.2,62.4,214.5,2826.8,1030.7,1576.5,219.6,South Carolina
1972.0,2665000.0,386.9,16.8,22.5,66.1,281.6,2877.7,1116.7,1538.6,222.4,South Carolina
1973.0,2726000.0,394.6,14.4,22.5,79.2,278.6,2932.4,1194.3,1492.1,246.0,South Carolina
1974.0,2784000.0,455.7,16.2,26.2,127.4,285.9,3709.5,1562.4,1864.7,282.4,South Carolina
1975.0,2818000.0,511.4,14.7,26.5,110.9,359.3,4130.1,1714.2,2156.3,259.6,South Carolina
1976.0,2848000.0,599.2,11.6,31.9,105.7,450.0,4307.7,1553.6,2503.2,250.9,South Carolina
1977.0,2876000.0,636.2,11.9,33.0,105.9,485.3,4201.1,1613.6,2342.4,245.1,South Carolina
1978.0,2918000.0,637.6,11.5,35.4,101.3,489.4,4258.4,1498.6,2483.6,276.1,South Carolina
1979.0,2932000.0,678.3,12.6,34.3,107.6,523.8,4387.8,1506.1,2585.5,296.2,South Carolina
1980.0,3064557.0,660.0,11.4,37.5,118.1,493.0,4779.2,1670.0,2803.2,306.0,South Carolina
1981.0,3166000.0,640.4,10.4,36.3,120.2,473.5,4678.7,1595.7,2807.5,275.4,South Carolina
1982.0,3203000.0,720.0,10.9,38.8,122.4,547.9,4641.2,1490.9,2872.6,277.7,South Carolina
1983.0,3264000.0,616.8,9.8,35.0,104.9,467.0,4154.1,1294.8,2619.5,239.8,South Carolina
1984.0,3300000.0,624.5,9.2,40.3,103.3,471.7,4038.5,1231.7,2568.3,238.5,South Carolina
1985.0,3347000.0,631.0,9.1,41.4,93.9,486.7,4209.5,1253.5,2696.7,259.2,South Carolina
1986.0,3378000.0,674.6,8.6,41.3,99.5,525.2,4462.8,1340.3,2845.8,276.6,South Carolina
1987.0,3425000.0,664.9,9.3,43.7,101.1,510.8,4497.0,1358.0,2858.2,280.8,South Carolina
1988.0,3493000.0,741.2,9.3,42.7,124.7,564.4,4671.2,1416.2,2950.3,304.7,South Carolina
1989.0,3512000.0,813.7,9.1,46.5,130.2,627.8,4805.6,1392.8,3070.8,342.1,South Carolina
1990.0,3486703.0,976.6,11.2,53.7,152.4,759.3,5068.7,1380.4,3302.4,385.8,South Carolina
1991.0,3560000.0,972.5,11.3,58.9,171.1,731.2,5206.7,1454.9,3364.7,387.1,South Carolina
1992.0,3603000.0,944.5,10.4,57.5,170.6,706.0,4948.6,1378.5,3224.7,345.4,South Carolina
1993.0,3643000.0,1023.4,10.3,52.3,187.3,773.4,4880.0,1309.2,3226.8,344.0,South Carolina
1994.0,3664000.0,1030.5,9.6,54.3,186.1,780.4,4970.4,1274.0,3336.6,359.8,South Carolina
1995.0,3673000.0,981.9,7.9,47.3,175.9,750.8,5081.8,1254.6,3441.8,385.4,South Carolina
1996.0,3699000.0,996.9,9.0,49.2,172.0,766.7,5217.2,1283.8,3505.0,428.5,South Carolina
1997.0,3760000.0,990.3,8.4,48.9,176.2,756.9,5143.7,1232.0,3492.7,419.0,South Carolina
1998.0,3836000.0,903.2,8.0,45.7,154.9,694.6,4873.8,1162.7,3295.4,415.7,South Carolina
1999.0,3885736.0,847.2,6.6,40.8,148.2,651.5,4477.6,1019.9,3086.0,371.7,South Carolina
2000.0,4012012.0,828.1,7.3,41.4,155.0,624.5,4518.7,969.3,3125.2,388.5,South Carolina
2001.0,4062125.0,815.2,8.1,43.5,147.4,616.1,4580.2,1049.0,3120.1,411.1,South Carolina
2002.0,4103770.0,822.7,7.3,47.7,140.7,627.0,4479.0,1066.0,3002.0,411.0,South Carolina
2003.0,4148744.0,806.4,7.3,47.1,139.8,612.2,4521.7,1060.4,3080.7,380.6,South Carolina
2004.0,4197892.0,789.9,6.8,42.2,130.3,610.6,4536.9,1041.9,3120.4,374.6,South Carolina
2005.0,4246933.0,767.0,7.4,43.8,133.2,582.9,4370.0,1006.4,2978.0,386.0,South Carolina
2006.0,4321249.0,771.1,8.4,42.4,136.6,583.7,4274.5,994.0,2894.4,386.1,South Carolina
2007.0,4407709.0,785.7,8.3,40.2,144.2,593.0,4294.8,1030.0,2876.8,388.0,South Carolina
2008.0,4479800.0,731.0,6.9,37.6,147.2,539.3,4240.1,1026.0,2819.7,394.4,South Carolina
2009.0,4561242.0,675.2,6.7,36.5,126.1,506.0,3909.2,996.3,2614.4,298.5,South Carolina
2010.0,4637106.0,602.2,5.7,33.4,108.2,454.8,3905.4,997.6,2621.1,286.7,South Carolina
2011.0,4673348.0,596.9,6.8,35.9,99.1,455.0,3921.0,1013.2,2616.0,291.8,South Carolina
2012.0,4723723.0,558.8,6.9,35.5,95.0,421.4,3822.2,954.5,2588.3,279.5,South Carolina
1960.0,680514.0,41.4,2.1,5.4,9.1,24.8,1122.5,247.9,788.1,86.6,South Dakota
1961.0,690000.0,35.5,1.7,6.1,8.8,18.8,1103.2,239.9,771.4,91.9,South Dakota
1962.0,721000.0,38.7,3.3,5.8,8.6,20.9,1065.2,255.6,715.7,93.9,South Dakota
1963.0,737000.0,37.7,1.2,5.3,10.6,20.6,1079.0,246.7,740.6,91.7,South Dakota
1964.0,715000.0,57.1,1.3,5.5,8.3,42.1,1162.2,261.5,816.4,84.3,South Dakota
1965.0,703000.0,59.0,1.6,6.8,9.2,41.4,1216.6,264.3,878.7,73.7,South Dakota
1966.0,682000.0,83.3,1.5,8.9,10.0,62.9,1430.6,318.9,1021.1,90.6,South Dakota
1967.0,674000.0,86.9,3.7,8.3,12.9,62.0,1469.7,341.5,1044.1,84.1,South Dakota
1968.0,657000.0,85.7,3.8,10.2,19.3,52.4,1667.4,430.1,1133.8,103.5,South Dakota
1969.0,659000.0,77.4,2.0,11.1,12.9,51.4,1754.5,425.0,1223.5,105.9,South Dakota
1970.0,666257.0,92.5,3.8,11.1,17.1,60.5,1961.1,471.3,1396.2,93.7,South Dakota
1971.0,670000.0,96.1,1.2,9.9,18.2,66.9,1963.1,453.3,1426.6,83.3,South Dakota
1972.0,679000.0,111.3,1.2,11.3,15.6,83.2,2016.2,472.8,1436.1,107.4,South Dakota
1973.0,685000.0,126.9,3.8,12.8,24.7,85.5,2048.9,498.7,1406.0,144.2,South Dakota
1974.0,682000.0,180.9,2.1,10.7,20.4,147.8,2489.9,597.1,1735.3,157.5,South Dakota
1975.0,683000.0,205.3,3.7,16.5,31.0,154.0,2533.7,667.8,1698.0,167.9,South Dakota
1976.0,686000.0,186.2,1.7,15.3,23.2,145.9,2454.2,620.4,1684.3,149.6,South Dakota
1977.0,689000.0,189.1,2.0,13.5,17.9,155.7,2422.4,570.5,1704.4,147.5,South Dakota
1978.0,690000.0,163.5,1.9,10.9,15.9,134.8,2525.8,599.7,1766.1,160.0,South Dakota
1979.0,689000.0,159.1,2.0,16.4,20.3,120.3,2800.7,626.4,2000.3,174.0,South Dakota
1980.0,688217.0,126.8,0.7,12.5,20.1,93.6,3116.3,692.5,2255.2,168.6,South Dakota
1981.0,685000.0,104.8,1.8,11.5,17.8,73.7,2908.3,634.7,2129.5,144.1,South Dakota
1982.0,691000.0,99.0,2.7,11.4,17.1,67.7,2545.9,562.2,1865.3,118.4,South Dakota
1983.0,700000.0,120.0,2.1,17.0,15.9,85.0,2427.6,545.7,1779.0,102.9,South Dakota
1984.0,706000.0,147.5,1.8,26.9,14.9,103.8,2465.0,499.9,1855.8,109.3,South Dakota
1985.0,708000.0,136.6,1.8,23.7,17.1,93.9,2504.2,546.2,1856.2,101.8,South Dakota
1986.0,708000.0,124.7,4.0,17.7,16.2,86.9,2591.2,553.5,1939.0,98.7,South Dakota
1987.0,709000.0,119.7,1.8,20.6,12.3,85.0,2558.3,534.1,1928.5,95.6,South Dakota
1988.0,715000.0,113.7,3.1,26.9,12.2,71.6,2467.3,517.9,1853.8,95.5,South Dakota
1989.0,715000.0,135.5,1.3,32.0,11.7,90.5,2549.7,474.7,1966.0,109.0,South Dakota
1990.0,696004.0,162.8,2.0,34.3,12.4,114.1,2746.5,527.4,2108.9,110.2,South Dakota
1991.0,703000.0,182.2,1.7,39.7,18.8,122.0,2897.0,589.8,2192.3,114.9,South Dakota
1992.0,711000.0,194.5,0.6,51.8,16.9,125.3,2804.4,541.4,2161.9,101.1,South Dakota
1993.0,715000.0,208.4,3.4,44.5,15.0,145.6,2749.8,549.2,2086.0,114.5,South Dakota
1994.0,721000.0,227.6,1.4,42.0,18.7,165.5,2874.6,546.2,2207.5,120.9,South Dakota
1995.0,729000.0,207.5,1.8,41.0,25.9,138.8,2853.1,540.7,2191.5,120.9,South Dakota
1996.0,732000.0,177.2,1.2,41.0,18.9,116.1,2792.8,557.0,2121.9,113.9,South Dakota
1997.0,738000.0,197.4,1.4,48.4,23.3,124.4,3047.6,553.9,2377.4,116.3,South Dakota
1998.0,738000.0,154.3,1.4,35.0,20.2,97.8,2469.8,468.6,1897.8,103.4,South Dakota
1999.0,733133.0,167.4,2.5,45.8,14.0,105.0,2476.9,444.0,1915.5,117.4,South Dakota
2000.0,754844.0,166.8,0.9,40.4,17.4,108.1,2153.0,383.7,1663.7,105.7,South Dakota
2001.0,758324.0,154.4,0.9,46.3,13.6,93.6,2172.3,407.1,1657.7,107.5,South Dakota
2002.0,760437.0,177.5,1.4,47.5,15.4,113.2,2103.0,399.0,1596.3,107.7,South Dakota
2003.0,764905.0,173.7,1.3,46.5,13.6,112.3,2003.4,376.3,1512.9,114.3,South Dakota
2004.0,770621.0,171.2,2.2,43.6,14.5,110.8,1931.6,408.5,1413.1,109.9,South Dakota
2005.0,774883.0,179.0,2.3,48.7,18.7,109.3,1767.0,323.3,1336.0,108.0,South Dakota
2006.0,781919.0,264.9,3.8,59.5,20.2,181.3,1766.4,386.7,1273.0,106.7,South Dakota
2007.0,796214.0,241.9,3.9,54.4,14.8,168.8,1736.8,332.4,1305.9,98.5,South Dakota
2008.0,804194.0,276.9,4.6,69.9,16.7,185.8,1724.3,333.6,1276.6,114.2,South Dakota
2009.0,812383.0,218.7,3.7,61.7,14.4,139.0,1769.9,322.6,1340.6,106.6,South Dakota
2010.0,816598.0,268.9,2.8,47.1,18.9,200.1,1859.9,390.9,1371.1,98.0,South Dakota
2011.0,823593.0,255.6,2.4,61.1,20.3,171.8,1857.6,355.4,1387.0,115.2,South Dakota
2012.0,833354.0,321.8,3.0,70.2,19.0,229.7,2060.1,391.0,1541.4,127.8,South Dakota
1960.0,3567089.0,91.1,8.5,5.4,26.9,50.3,1149.4,462.7,565.2,121.5,Tennessee
1961.0,3615000.0,108.2,8.0,6.7,30.4,63.0,1160.9,462.0,559.7,139.2,Tennessee
1962.0,3634000.0,103.7,6.1,6.6,34.8,56.1,1281.4,461.5,661.8,158.1,Tennessee
1963.0,3694000.0,102.2,6.5,6.7,28.4,60.7,1372.0,515.9,690.4,165.7,Tennessee
1964.0,3798000.0,118.6,5.9,8.8,30.2,73.6,1452.9,561.4,715.8,175.8,Tennessee
1965.0,3845000.0,138.7,8.0,11.1,28.6,91.1,1374.3,522.9,684.7,166.7,Tennessee
1966.0,3883000.0,158.3,7.8,10.8,34.4,105.2,1658.6,602.5,863.1,193.1,Tennessee
1967.0,3892000.0,208.4,8.9,12.5,56.5,130.5,1899.2,711.8,944.2,243.1,Tennessee
1968.0,3976000.0,220.5,8.7,11.6,71.2,129.0,1954.2,719.7,967.1,267.4,Tennessee
1969.0,3985000.0,231.7,9.6,12.7,75.2,134.3,1972.4,715.0,975.8,281.6,Tennessee
1970.0,3924164.0,274.9,8.8,15.5,82.0,168.6,2120.7,806.7,1024.7,289.3,Tennessee
1971.0,3990000.0,313.8,12.4,18.1,86.5,196.8,2299.4,901.4,1094.5,303.5,Tennessee
1972.0,4031000.0,319.0,11.3,19.9,101.1,186.7,2327.3,894.3,1132.2,300.9,Tennessee
1973.0,4126000.0,358.0,13.2,26.9,130.5,187.5,2702.1,1009.8,1362.2,330.1,Tennessee
1974.0,4129000.0,386.8,13.4,25.7,157.2,190.4,3272.4,1350.1,1575.6,346.7,Tennessee
1975.0,4188000.0,397.0,11.4,26.1,166.8,192.6,3873.5,1379.3,2129.5,364.7,Tennessee
1976.0,4214000.0,393.3,11.0,25.4,147.5,209.4,3865.1,1320.5,2218.6,325.9,Tennessee
1977.0,4299000.0,389.5,10.1,29.7,145.8,203.9,3582.8,1492.3,1776.5,314.0,Tennessee
1978.0,4357000.0,382.6,9.4,30.6,152.4,190.2,3307.8,1213.6,1766.1,328.1,Tennessee
1979.0,4380000.0,414.0,9.8,34.5,166.1,203.6,3599.3,1294.7,1937.2,367.4,Tennessee
1980.0,4545590.0,458.1,10.8,37.4,180.6,229.4,4039.8,1501.5,2175.2,363.1,Tennessee
1981.0,4610000.0,412.6,9.7,37.6,171.7,193.5,3898.9,1384.2,2180.6,334.1,Tennessee
1982.0,4651000.0,421.1,9.7,35.5,175.7,200.2,3992.5,1288.6,2371.9,332.0,Tennessee
1983.0,4685000.0,402.0,8.8,35.9,172.8,184.6,3609.6,1205.9,2087.2,316.5,Tennessee
1984.0,4717000.0,445.4,8.4,40.0,166.8,230.3,3444.2,1123.6,1954.1,366.4,Tennessee
1985.0,4762000.0,474.4,9.0,42.6,180.9,242.0,3692.3,1166.8,2040.3,485.2,Tennessee
1986.0,4803000.0,539.6,10.4,47.0,207.7,274.5,3994.6,1325.2,2125.8,543.6,Tennessee
1987.0,4855000.0,533.5,9.1,43.9,193.8,286.6,4132.2,1351.8,2213.4,566.9,Tennessee
1988.0,4919000.0,532.7,9.4,44.7,173.6,305.1,3936.7,1237.9,2156.0,542.8,Tennessee
1989.0,4940000.0,548.9,8.4,46.0,160.4,334.1,3964.7,1206.9,2224.9,532.9,Tennessee
1990.0,4877185.0,670.4,10.5,49.5,191.2,419.2,4380.6,1264.0,2545.1,571.5,Tennessee
1991.0,4953000.0,725.9,11.0,46.4,212.9,455.6,4640.7,1365.0,2662.1,613.6,Tennessee
1992.0,5024000.0,746.2,10.4,47.3,218.2,470.3,4389.6,1267.2,2546.5,575.9,Tennessee
1993.0,5099000.0,765.8,10.2,49.9,220.1,485.5,4473.8,1182.6,2700.2,591.0,Tennessee
1994.0,5175000.0,747.9,9.3,49.2,207.4,482.0,4371.9,1141.6,2670.0,560.3,Tennessee
1995.0,5256000.0,771.5,10.6,47.1,223.2,490.5,4591.2,1143.2,2799.5,648.5,Tennessee
1996.0,5320000.0,774.0,9.5,46.5,223.7,494.3,4675.4,1163.5,2864.8,647.1,Tennessee
1997.0,5368000.0,789.7,9.5,56.9,214.0,509.2,4722.1,1171.7,2921.8,628.6,Tennessee
1998.0,5431000.0,715.0,8.5,45.8,178.0,482.8,4319.4,1075.9,2726.1,517.4,Tennessee
1999.0,5483535.0,695.0,7.1,44.0,156.8,487.0,3999.3,936.7,2602.1,460.6,Tennessee
2000.0,5689283.0,707.2,7.2,38.4,166.4,495.2,4183.0,990.4,2708.8,483.9,Tennessee
2001.0,5749398.0,744.0,7.4,38.2,177.7,520.7,4400.3,1038.5,2870.1,491.7,Tennessee
2002.0,5789796.0,717.8,7.3,39.6,162.6,508.5,4307.6,1057.9,2791.3,458.4,Tennessee
2003.0,5845208.0,691.3,6.8,36.4,161.0,487.1,4389.3,1083.3,2853.1,452.9,Tennessee
2004.0,5893298.0,697.6,6.1,38.7,150.4,502.5,4326.8,1024.7,2881.7,420.4,Tennessee
2005.0,5955745.0,757.0,7.2,36.8,168.1,545.2,4300.0,1032.8,2844.0,424.0,Tennessee
2006.0,6038803.0,762.5,6.9,36.3,184.5,534.7,4137.6,1043.7,2718.8,375.1,Tennessee
2007.0,6156719.0,755.0,6.6,35.7,179.2,533.4,4098.6,1004.1,2741.8,352.8,Tennessee
2008.0,6214888.0,722.7,6.6,33.4,173.8,508.8,4040.1,1047.4,2683.8,309.0,Tennessee
2009.0,6296254.0,666.0,7.4,32.1,153.3,473.2,3766.6,1013.8,2514.3,238.5,Tennessee
2010.0,6357436.0,612.0,5.6,34.2,131.5,440.7,3662.7,1011.3,2418.1,233.3,Tennessee
2011.0,6399787.0,607.8,5.9,32.7,126.3,442.8,3607.9,981.8,2405.2,221.0,Tennessee
2012.0,6456243.0,643.6,6.0,31.5,126.5,479.6,3371.4,870.2,2300.1,201.0,Tennessee
1960.0,9579677.0,161.0,8.6,9.3,31.6,111.5,2056.2,601.2,1288.3,166.8,Texas
1961.0,9788000.0,157.8,8.1,9.5,31.1,109.1,1970.5,580.4,1233.2,156.8,Texas
1962.0,10116000.0,153.4,7.2,9.3,31.6,105.3,1994.4,573.5,1253.0,167.9,Texas
1963.0,10323000.0,169.6,7.4,9.8,35.8,116.7,2073.7,609.0,1292.8,171.9,Texas
1964.0,10397000.0,190.1,7.6,11.3,43.1,128.2,2317.3,655.7,1459.4,202.2,Texas
1965.0,10551000.0,199.3,7.5,10.7,42.7,138.3,2384.6,678.9,1514.2,191.4,Texas
1966.0,10752000.0,226.8,9.1,11.5,55.7,150.4,2645.8,768.7,1646.1,231.0,Texas
1967.0,10869000.0,246.1,9.9,13.1,69.5,153.6,2883.6,822.4,1796.6,264.5,Texas
1968.0,10972000.0,270.2,10.6,14.5,82.9,162.3,3208.1,939.6,1957.1,311.4,Texas
1969.0,11187000.0,328.1,11.3,19.2,116.6,180.9,3639.4,1091.9,2160.8,386.6,Texas
1970.0,11196000.0,365.3,11.6,20.8,136.5,196.4,3808.1,1159.9,2242.7,405.4,Texas
1971.0,11460000.0,376.0,12.1,23.6,124.1,216.3,3724.1,1183.7,2161.0,379.4,Texas
1972.0,11649000.0,354.4,12.4,23.5,120.3,198.2,3560.0,1215.7,2005.7,338.6,Texas
1973.0,11794000.0,385.4,12.8,25.2,144.6,202.8,3740.1,1275.8,2107.3,357.0,Texas
1974.0,12050000.0,390.1,13.7,28.9,164.0,183.5,4396.9,1543.0,2471.8,382.1,Texas
1975.0,12237000.0,390.6,13.4,28.0,164.1,185.2,5016.5,1665.6,2963.7,387.2,Texas
1976.0,12487000.0,355.7,12.2,29.4,139.0,175.3,5108.7,1547.8,3209.5,351.3,Texas
1977.0,12830000.0,407.7,13.3,33.8,152.4,208.2,4989.4,1603.1,2988.7,397.6,Texas
1978.0,13014000.0,435.3,14.2,37.9,164.4,218.8,5121.5,1611.9,3065.3,444.3,Texas
1979.0,13385000.0,507.9,16.7,45.1,191.8,254.3,5417.3,1791.2,3081.9,544.2,Texas
1980.0,14169829.0,550.3,16.9,47.3,208.5,277.6,5592.7,1853.2,3181.4,558.1,Texas
1981.0,14755000.0,532.4,16.6,46.2,193.3,276.3,5517.9,1870.4,3082.9,564.6,Texas
1982.0,15280000.0,577.1,16.1,44.6,220.0,296.3,5725.1,1871.5,3283.6,570.1,Texas
1983.0,15724000.0,512.2,14.2,40.3,189.3,268.4,5395.0,1667.5,3202.6,524.9,Texas
1984.0,15989000.0,505.0,13.1,45.9,178.5,267.4,5525.0,1664.1,3311.8,549.1,Texas
1985.0,16370000.0,550.0,13.0,51.1,193.5,292.3,6018.7,1770.5,3640.3,608.0,Texas
1986.0,16682000.0,658.9,13.5,51.6,239.9,353.9,6749.2,2048.6,3986.5,714.1,Texas
1987.0,16789000.0,631.1,11.7,48.1,226.7,344.8,7091.3,2118.0,4238.5,734.8,Texas
1988.0,16780000.0,652.6,12.1,48.4,234.2,357.9,7365.1,2157.2,4407.9,800.1,Texas
1989.0,16991000.0,658.5,11.9,46.8,223.1,376.6,7268.4,2014.9,4365.0,888.5,Texas
1990.0,16986510.0,761.4,14.1,51.5,260.8,435.1,7065.3,1851.5,4304.7,909.0,Texas
1991.0,17349000.0,840.1,15.3,53.4,286.5,484.9,6979.0,1802.4,4232.3,944.3,Texas
1992.0,17656000.0,806.3,12.7,53.4,252.5,487.7,6251.6,1523.2,3906.8,821.7,Texas
1993.0,18031000.0,762.1,11.9,55.0,224.4,470.8,5677.0,1297.3,3687.3,692.3,Texas
1994.0,18378000.0,706.5,11.0,49.5,204.8,441.1,5165.9,1168.2,3395.1,602.6,Texas
1995.0,18724000.0,663.9,9.0,45.7,179.8,429.3,5020.5,1082.3,3377.8,560.4,Texas
1996.0,19128000.0,644.4,7.7,43.8,171.5,421.4,5064.5,1068.5,3447.4,548.6,Texas
1997.0,19439000.0,602.5,6.8,41.2,157.0,397.5,4878.0,1034.3,3320.4,523.3,Texas
1998.0,19760000.0,564.6,6.8,40.0,145.1,372.6,4547.0,986.3,3071.7,489.1,Texas
1999.0,20044141.0,560.3,6.1,38.0,146.7,369.5,4471.4,949.7,3062.6,459.2,Texas
2000.0,20851820.0,545.1,5.9,37.7,145.1,356.3,4410.4,906.3,3057.4,446.8,Texas
2001.0,21370983.0,571.6,6.2,38.2,165.4,361.7,4570.0,956.3,3133.3,480.4,Texas
2002.0,21736925.0,579.7,6.0,39.1,172.9,361.7,4620.1,978.1,3169.7,472.4,Texas
2003.0,22103374.0,553.1,6.4,36.3,167.5,342.9,4599.9,994.8,3160.8,444.3,Texas
2004.0,22471549.0,540.9,6.1,37.3,159.4,338.1,4497.7,979.5,3099.5,418.6,Texas
2005.0,22928508.0,528.0,6.1,37.1,156.1,328.8,4319.0,958.8,2953.0,408.0,Texas
2006.0,23507783.0,517.3,5.9,35.9,158.5,317.0,4083.1,917.6,2759.6,405.9,Texas
2007.0,23904380.0,510.4,5.9,35.4,162.2,306.9,4122.3,955.1,2774.0,393.2,Texas
2008.0,24326974.0,508.0,5.6,33.1,155.1,314.1,3986.8,945.6,2690.2,351.0,Texas
2009.0,24782302.0,491.0,5.4,33.5,153.4,298.7,4015.3,968.7,2737.7,309.0,Texas
2010.0,25253466.0,448.4,4.9,30.2,130.1,283.2,3766.8,905.2,2592.2,269.4,Texas
2011.0,25631778.0,408.6,4.4,29.2,111.7,263.3,3483.2,841.7,2392.1,249.4,Texas
2012.0,26059203.0,408.6,4.4,29.6,116.6,258.0,3361.8,785.9,2326.4,249.4,Texas
1960.0,890627.0,54.3,1.0,6.8,20.8,25.7,2487.0,410.4,1917.9,158.8,Utah
1961.0,916000.0,49.2,1.7,6.8,20.3,20.4,2047.9,388.4,1482.0,177.5,Utah
1962.0,967000.0,57.3,2.3,7.9,22.4,24.7,2275.6,431.2,1634.3,210.0,Utah
1963.0,983000.0,60.8,2.4,7.8,22.9,27.7,2331.5,500.1,1645.7,185.8,Utah
1964.0,992000.0,89.5,1.5,10.1,26.5,51.4,2434.4,527.5,1704.2,202.6,Utah
1965.0,990000.0,89.5,1.5,8.9,23.1,56.0,2824.1,606.9,2008.8,208.5,Utah
1966.0,1008000.0,113.9,2.0,10.2,36.5,65.2,3216.4,689.7,2262.5,264.2,Utah
1967.0,1024000.0,116.6,2.7,7.2,38.5,68.2,3127.8,685.5,2217.0,225.3,Utah
1968.0,1034000.0,116.2,2.9,11.1,33.7,68.5,3465.8,741.3,2469.2,255.2,Utah
1969.0,1045000.0,139.7,2.5,14.1,49.0,74.2,3888.2,848.5,2742.0,297.7,Utah
1970.0,1059273.0,137.7,3.4,10.9,53.1,70.3,4063.9,915.0,2832.7,316.3,Utah
1971.0,1099000.0,153.7,2.7,14.6,60.5,75.8,4332.1,914.7,3089.1,328.3,Utah
1972.0,1126000.0,183.2,2.9,18.3,62.3,99.7,4023.2,913.2,2832.2,277.7,Utah
1973.0,1157000.0,208.5,3.2,22.9,62.6,119.8,4038.6,989.3,2748.1,301.2,Utah
1974.0,1173000.0,214.6,3.2,22.3,75.8,113.4,4735.6,1132.9,3272.9,329.8,Utah
1975.0,1206000.0,231.8,2.7,20.9,79.0,129.2,4880.8,1187.8,3372.6,320.5,Utah
1976.0,1228000.0,220.6,4.5,20.9,69.4,125.8,4757.2,1137.9,3302.0,317.3,Utah
1977.0,1268000.0,240.0,3.5,20.3,68.8,147.3,4510.6,1171.6,3004.6,334.5,Utah
1978.0,1307000.0,271.8,3.7,22.9,66.5,178.7,4707.1,1187.1,3186.1,333.9,Utah
1979.0,1367000.0,304.2,4.8,27.9,77.7,193.8,5187.9,1178.9,3673.4,335.6,Utah
1980.0,1458729.0,303.3,3.8,27.7,80.2,191.7,5577.3,1321.9,3931.8,323.6,Utah
1981.0,1516000.0,298.6,3.3,28.4,84.8,182.1,5451.4,1274.8,3882.3,294.3,Utah
1982.0,1554000.0,285.7,3.4,23.7,86.5,172.1,5048.3,1106.9,3689.9,251.5,Utah
1983.0,1619000.0,256.0,3.5,24.9,64.3,163.3,4862.0,1015.8,3610.4,235.7,Utah
1984.0,1652000.0,244.2,2.8,20.3,58.0,163.1,4522.0,858.1,3437.2,226.7,Utah
1985.0,1645000.0,267.4,3.0,23.2,55.2,186.0,5050.0,942.9,3870.4,236.7,Utah
1986.0,1665000.0,266.7,3.2,25.3,58.6,179.6,5211.7,914.9,4073.6,223.2,Utah
1987.0,1680000.0,229.8,3.3,21.7,52.8,152.0,5388.8,950.9,4228.5,209.5,Utah
